timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,subject_id,notes,recording_id
1695641495178,-1.0029297,0.036132812,0.115234375,4.5625,1.625,-0.78125,0.0,0.0,0.0,Thingy,Miscellaneous movements,s1975761,,Thingy_s1975761_Movement_25-09-2023_12-32-15
1695641495218,-0.99609375,0.0146484375,0.14160156,10.78125,-0.46875,-0.59375,0.0,0.0,0.0,Thingy,Miscellaneous movements,s1975761,,Thingy_s1975761_Movement_25-09-2023_12-32-15
1695641495258,-0.9951172,0.045898438,0.13183594,7.625,0.59375,-2.5,0.0,0.0,0.0,Thingy,Miscellaneous movements,s1975761,,Thingy_s1975761_Movement_25-09-2023_12-32-15
1695641495298,-1.0205078,0.06347656,0.12792969,3.40625,-1.1875,-2.25,0.0,0.0,0.0,Thingy,Miscellaneous movements,s1975761,,Thingy_s1975761_Movement_25-09-2023_12-32-15
1695641495338,-1.0107422,0.046875,0.14648438,0.90625,-3.8125,-0.78125,0.0,0.0,0.0,Thingy,Miscellaneous movements,s1975761,,Thingy_s1975761_Movement_25-09-2023_12-32-15
1695641495378,-0.99902344,0.037109375,0.15820312,1.21875,-4.65625,-0.53125,0.0,0.0,0.0,Thingy,Miscellaneous movements,s1975761,,Thingy_s1975761_Movement_25-09-2023_12-32-15
1695641495418,-0.9921875,0.044921875,0.16308594,2.3125,-5.34375,-1.4375,0.0,0.0,0.0,Thingy,Miscellaneous movements,s1975761,,Thingy_s1975761_Movement_25-09-2023_12-32-15
1695641495458,-0.99121094,0.053710938,0.15917969,5.25,-7.15625,-1.6875,0.0,0.0,0.0,Thingy,Miscellaneous movements,s1975761,,Thingy_s1975761_Movement_25-09-2023_12-32-15
1695641495498,-0.9951172,0.09765625,0.14355469,7.625,-9.84375,-1.9375,0.0,0.0,0.0,Thingy,Miscellaneous movements,s1975761,,Thingy_s1975761_Movement_25-09-2023_12-32-15
1695641495538,-1.0205078,0.12402344,0.140625,5.84375,-13.625,-0.21875,0.0,0.0,0.0,Thingy,Miscellaneous movements,s1975761,,Thingy_s1975761_Movement_25-09-2023_12-32-15
