timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,subject_id,notes,recording_id
1695641687443,0.095458984,-0.9807739,-0.21636963,-8.359375,-7.859375,6.640625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687483,0.06225586,-0.973938,-0.33721924,-13.3125,-1.015625,6.234375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687523,0.11352539,-0.9702759,-0.25860596,-9.796875,3.796875,5.453125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687563,0.1628418,-0.9951782,-0.21124268,-20.59375,16.046875,11.15625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687603,0.1352539,-0.93634033,-0.22955322,-29.140625,12.171875,3.59375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687643,0.064941406,-1.006897,-0.11505127,-10.328125,1.171875,-1.703125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687683,0.046875,-0.9541626,-0.17584229,-1.4375,4.90625,5.625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687723,0.18774414,-0.97442627,-0.08770752,1.640625,-2.53125,-6.015625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687763,0.06665039,-0.9612427,-0.1609497,6.484375,-8.0,-4.140625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687803,0.087402344,-1.0217896,-0.22076416,4.875,-4.140625,-2.734375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687843,0.11743164,-0.95318604,-0.19488525,-1.203125,-2.90625,1.90625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687883,0.071777344,-0.9644165,-0.14361572,-4.171875,1.25,0.859375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687923,0.08178711,-1.024231,-0.093322754,-7.296875,7.109375,3.328125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641687963,0.18945312,-0.9065552,-0.27301025,-29.578125,12.90625,6.078125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688003,0.115234375,-1.1018677,0.08148193,-11.734375,6.984375,-13.203125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688043,-0.025146484,-0.8862915,-0.008605957,2.34375,-10.203125,8.390625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688083,0.09106445,-1.013977,-0.17047119,-5.8125,3.421875,-6.828125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688123,0.068603516,-0.9678345,-0.09820557,-3.1875,-2.734375,-0.71875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688163,0.09082031,-1.0274048,-0.16168213,-5.046875,0.21875,-2.03125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688203,0.1472168,-1.0046997,-0.19073486,-1.453125,2.4375,1.015625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688243,0.07299805,-0.9824829,-0.08453369,-3.96875,2.5,1.171875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688283,0.080566406,-0.97003174,-0.06964111,-7.71875,5.53125,1.296875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688323,0.115478516,-1.0962524,-0.06890869,-3.78125,16.734375,3.796875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688363,0.14355469,-0.817688,-0.04058838,-31.53125,15.21875,7.0625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688403,-0.12207031,-1.0994263,0.051940918,13.3125,-3.09375,-15.671875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688443,0.26293945,-0.9065552,-0.11846924,6.921875,-2.375,12.484375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688483,-0.010498047,-0.97125244,-0.108947754,-3.40625,1.484375,-4.953125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688523,0.14404297,-1.0332642,-0.117248535,-2.90625,-4.015625,0.359375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688563,0.12988281,-0.9937134,-0.144104,0.640625,-3.359375,1.875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688603,0.10522461,-0.9956665,-0.07891846,-1.34375,-0.453125,1.3125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688643,0.064697266,-0.98443604,-0.02960205,-3.90625,1.203125,3.15625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688683,0.06713867,-0.991272,-0.011779785,-1.953125,5.0,2.890625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688723,0.0009765625,-0.9273071,-0.34918213,-3.4375,12.75,3.15625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688763,0.20922852,-1.1228638,0.18475342,-11.84375,5.015625,-3.84375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688803,-0.1574707,-0.92974854,-0.07183838,9.140625,4.25,0.71875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688843,0.2668457,-1.0115356,-0.16827393,1.375,3.5,-0.984375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688883,0.055664062,-0.9829712,-0.10650635,2.3125,4.109375,-0.671875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688923,0.15039062,-0.9758911,-0.11968994,0.859375,2.9375,3.234375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641688963,0.103759766,-0.9961548,-0.0647583,-0.109375,2.796875,3.203125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689003,0.10253906,-0.9902954,-0.07672119,-0.171875,2.46875,2.53125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689043,0.099609375,-0.9866333,-0.04107666,-4.390625,2.765625,1.515625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689083,0.10229492,-0.99005127,-0.08770752,0.03125,3.84375,3.015625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689123,0.061767578,-1.0401001,-0.36480713,-0.390625,7.3125,-2.640625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689163,0.21728516,-1.0896606,0.14202881,-6.5,-0.796875,-7.640625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689203,-0.0078125,-0.9324341,-0.08843994,-7.078125,0.53125,7.765625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689243,0.09277344,-1.0195923,-0.06915283,1.0625,-4.09375,-11.3125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689283,0.1315918,-0.9624634,-0.1104126,-3.09375,-3.25,-2.453125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689323,0.12158203,-0.989563,-0.12774658,-0.9375,-3.90625,-2.515625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689363,0.099609375,-0.9937134,-0.07501221,-2.234375,-1.640625,0.34375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689403,0.05078125,-0.98687744,-0.047424316,-1.578125,0.84375,0.84375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689443,0.091796875,-0.96417236,-0.04107666,-1.953125,1.796875,1.359375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689483,0.10229492,-0.9402466,-0.085510254,-1.59375,6.5625,4.421875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689523,0.12792969,-1.0823364,-0.24005127,-3.40625,5.90625,0.984375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689563,0.140625,-1.0891724,0.07366943,-1.078125,-2.46875,-7.71875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689603,0.06738281,-0.94244385,-0.1272583,-4.390625,2.4375,4.546875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689643,0.100097656,-0.94415283,-0.0725708,2.890625,0.46875,-1.625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689683,0.05053711,-1.0342407,-0.081848145,7.625,2.5,-8.03125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689723,0.17138672,-0.9758911,-0.17633057,9.640625,-4.25,-2.859375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689763,0.010498047,-0.96661377,0.018493652,12.6875,-1.625,-2.21875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689803,0.10473633,-0.98687744,0.04901123,12.984375,2.84375,1.34375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689843,0.08129883,-0.944397,-0.11578369,20.59375,1.140625,4.515625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689883,0.071777344,-1.0164185,-0.19464111,15.578125,-1.390625,0.203125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689923,0.12475586,-1.0176392,-0.20465088,17.9375,-2.078125,-0.65625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641689963,0.0871582,-1.0317993,-0.27105713,14.984375,-1.765625,-7.703125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690003,0.044677734,-0.9216919,-0.30645752,10.921875,0.328125,-7.28125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690043,0.07348633,-0.9158325,-0.30523682,13.765625,-3.53125,-5.109375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690083,0.036621094,-0.9026489,-0.30548096,9.40625,-3.140625,-4.71875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690123,0.041015625,-0.866272,-0.33087158,6.84375,-2.125,-2.46875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690163,0.064697266,-0.7632446,-0.2949829,4.78125,-5.109375,1.09375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690203,0.09741211,-1.0657349,-0.31500244,8.765625,-8.390625,-0.1875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690243,-0.040771484,-0.9277954,-0.33673096,-5.171875,-7.65625,6.65625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690283,0.13989258,-1.000061,-0.3032837,-14.984375,-2.953125,6.3125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690323,0.030029297,-1.0112915,-0.21661377,-14.546875,0.59375,3.859375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690363,0.13769531,-0.9282837,-0.25811768,-14.328125,1.890625,2.5625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690403,0.0087890625,-0.9834595,-0.23370361,-10.265625,6.765625,2.109375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690443,0.11328125,-0.9282837,-0.5303345,-11.640625,-3.84375,5.984375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690483,0.2849121,-0.862854,-0.144104,-23.484375,2.859375,1.828125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690523,-0.13476562,-0.94537354,-0.081604004,-8.125,4.328125,-4.0,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690563,0.19506836,-1.0132446,-0.16070557,-1.75,1.75,-0.515625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690603,-0.0009765625,-0.9163208,-0.13995361,9.890625,-4.921875,-5.0625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690643,0.09692383,-0.96881104,-0.19073486,4.25,-2.578125,-2.0625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690683,0.06274414,-1.0186157,-0.16973877,-1.125,5.484375,-2.4375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690723,0.095214844,-0.9678345,-0.19488525,-1.6875,2.453125,6.390625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690763,0.1027832,-0.9404907,-0.1963501,-2.9375,0.859375,4.328125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690803,0.103759766,-0.9673462,-0.12945557,-3.15625,1.421875,3.796875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690843,0.056884766,-0.9685669,-0.331604,-5.171875,8.8125,10.5625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690883,0.29614258,-0.892395,0.018981934,-20.359375,-0.671875,-2.5625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690923,-0.14697266,-0.9536743,-0.28936768,20.109375,13.46875,-5.5625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641690963,0.17871094,-0.94659424,-0.09942627,6.609375,-7.921875,5.3125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691003,-0.004638672,-0.9636841,-0.1326294,-1.21875,-5.125,1.3125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691043,0.13769531,-0.91412354,-0.20172119,0.90625,-8.9375,1.640625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691083,0.07543945,-1.0366821,-0.113098145,5.0625,-4.890625,6.53125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691123,0.21777344,-0.98565674,-0.28961182,-3.84375,6.25,4.984375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691163,0.11767578,-1.013977,-0.15875244,-4.765625,1.5625,0.53125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691203,0.10986328,-0.98028564,-0.12335205,-9.328125,2.0625,1.890625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691243,0.03564453,-1.0127563,-0.025939941,-9.109375,1.328125,0.1875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691283,0.2849121,-1.1340942,-0.7383423,-1.046875,35.375,8.84375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691323,0.10229492,-1.0789185,0.17108154,-2.59375,4.296875,-19.390625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691363,-0.021728516,-0.9534302,-0.07476807,3.515625,-4.1875,5.671875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691403,0.026855469,-0.9468384,-0.10455322,5.484375,-4.78125,-0.640625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691443,0.09106445,-0.9927368,-0.18048096,2.078125,-7.671875,8.046875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691483,0.119140625,-0.99224854,-0.15142822,-0.859375,-6.0,3.921875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691523,0.1184082,-0.9373169,-0.15557861,-1.625,1.390625,4.234375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691563,0.1430664,-0.9927368,-0.13043213,-0.609375,4.0625,0.609375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691603,0.07739258,-1.000061,-0.105529785,-4.53125,4.765625,-1.171875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691643,0.068847656,-0.9902954,-0.14337158,-5.375,9.078125,0.984375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691683,0.12036133,-0.9585571,-0.02935791,-8.578125,3.828125,3.0,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691723,0.03540039,-0.94488525,-0.43927002,8.984375,15.546875,-0.671875,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691763,0.38842773,-0.93170166,0.07147217,-16.84375,2.890625,3.359375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691803,-0.24145508,-0.93341064,-6.1035156e-05,6.515625,0.40625,-9.84375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691843,0.24316406,-1.0408325,-0.12579346,3.09375,-2.984375,6.078125,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691883,0.08276367,-0.96173096,-0.0647583,-1.15625,-3.078125,1.4375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691923,0.08544922,-0.98931885,-0.14434814,-2.359375,-0.75,0.90625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641691963,0.12646484,-1.0039673,-0.10772705,-1.734375,-0.140625,-0.640625,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
1695641692003,0.0847168,-0.9990845,-0.066467285,-2.375,2.03125,0.109375,Respeck,Standing,s1975761,,Respeck_s1975761_Standing_25-09-2023_12-35-28
