timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,recording_id
1695642863680,0.85009766,-0.1807251,0.44866943,0.671875,1.3125,-0.25,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642863713,0.85546875,-0.190979,0.45648193,1.609375,2.1875,-0.609375,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642863758,0.85839844,-0.18780518,0.45721436,0.3125,1.65625,-0.4375,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642863803,0.85839844,-0.19439697,0.44281006,-1.1875,1.875,-1.4375,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642863860,0.85302734,-0.17999268,0.4459839,-1.78125,-0.21875,-0.5,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642863883,0.8483887,-0.18145752,0.4520874,0.234375,0.46875,-0.203125,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642863922,0.8508301,-0.1831665,0.4393921,-2.21875,-0.65625,-0.125,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642863962,0.8491211,-0.17706299,0.43621826,-0.578125,-1.015625,-0.0625,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864018,0.85253906,-0.17926025,0.449646,-0.453125,0.109375,0.359375,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864040,0.859375,-0.19415283,0.4472046,2.625,1.03125,0.515625,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864098,0.8562012,-0.1843872,0.46453857,4.78125,2.046875,0.625,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864120,0.8618164,-0.2000122,0.45037842,3.828125,2.90625,1.171875,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864164,0.85717773,-0.20513916,0.45306396,1.734375,1.984375,0.4375,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864200,0.85253906,-0.19317627,0.45428467,-0.125,1.0625,0.5625,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864233,0.8532715,-0.19122314,0.44256592,-0.078125,1.765625,0.828125,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864278,0.8432617,-0.1987915,0.45062256,-0.71875,1.171875,0.8125,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864311,0.8532715,-0.2053833,0.4454956,0.5,1.140625,0.671875,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864355,0.8625488,-0.19708252,0.43670654,-1.03125,1.109375,0.96875,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864401,0.8508301,-0.18902588,0.44696045,0.671875,1.421875,0.828125,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864434,0.8630371,-0.18927002,0.44207764,-1.0,0.734375,0.59375,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864480,0.86157227,-0.19244385,0.44891357,-0.046875,1.03125,0.578125,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
1695642864513,0.8547363,-0.2029419,0.43988037,-0.40625,0.984375,0.53125,Respeck_s1975761_Lying down right_Singing_25-09-2023_12-55-04
