timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,recording_id
1695643092978,-0.05078125,-0.98687744,-0.15460205,1.8125,0.40625,-0.125,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093022,-0.040771484,-0.9932251,-0.14337158,3.6875,-0.40625,-0.484375,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093056,-0.059814453,-0.9841919,-0.16705322,4.453125,2.609375,-0.203125,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093112,-0.060302734,-0.9871216,-0.15997314,5.53125,3.203125,-0.765625,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093147,-0.053222656,-0.96881104,-0.1873169,7.546875,1.8125,-0.6875,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093202,-0.061279297,-0.95147705,-0.18951416,9.0,0.625,-0.390625,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093213,-0.033935547,-0.94903564,-0.21368408,14.953125,0.21875,-1.375,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093259,-0.013427734,-0.8652954,-0.28424072,15.953125,-2.0625,2.09375,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093293,-0.04663086,-1.0090942,-0.21881104,20.34375,-2.46875,2.578125,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093338,-0.030273438,-0.9771118,-0.28619385,23.28125,5.9375,8.5,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093371,-0.018554688,-0.95098877,-0.37994385,10.375,7.828125,0.5,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093417,-0.1003418,-0.9841919,-0.26739502,-8.578125,3.578125,0.453125,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093451,-0.05029297,-0.9573364,-0.2744751,-7.578125,3.578125,0.484375,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093495,-0.08227539,-0.92803955,-0.25665283,-9.359375,5.484375,-1.640625,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093552,-0.059326172,-0.9505005,-0.29351807,-2.65625,6.65625,0.0,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093575,-0.057617188,-0.97662354,-0.29327393,-0.859375,6.0,1.03125,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093619,-0.004638672,-0.9795532,-0.30621338,1.015625,5.671875,2.0625,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093653,-0.02734375,-0.9656372,-0.3213501,-9.859375,6.25,0.96875,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093697,-0.07788086,-0.95318604,-0.25543213,-10.15625,3.921875,0.03125,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093732,-0.051757812,-0.9651489,-0.26153564,-4.265625,2.828125,-0.828125,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093788,-0.080078125,-0.9126587,-0.22052002,1.40625,3.109375,1.1875,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093810,-0.06274414,-0.9714966,-0.24249268,-0.78125,7.046875,0.796875,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093867,-0.016601562,-0.93878174,-0.2769165,1.625,4.015625,2.625,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093889,-0.05126953,-0.9927368,-0.26715088,-4.8125,2.3125,-0.171875,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643093944,-0.055664062,-0.95880127,-0.26202393,-1.4375,3.21875,1.375,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643094012,-0.064941406,-0.9290161,-0.22442627,-1.5,0.609375,0.859375,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643094013,-0.068847656,-0.9697876,-0.24273682,-1.4375,3.34375,0.890625,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643094046,-0.043945312,-0.96417236,-0.24029541,-1.5625,3.640625,1.640625,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
1695643094092,-0.05908203,-0.9631958,-0.26348877,-3.65625,0.78125,0.9375,Respeck_s1975761_Standing_Laughing_25-09-2023_12-58-53
