# Sensor type: Respeck
# Activity type: Sitting
# Activity subtype: Laughing
# Subject id: s2016022
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1695303178727,0.045410156,-0.9085083,-0.35162354,0.15625,-0.625,-0.25
1695303178756,0.030029297,-0.9104614,-0.33477783,-0.34375,-1.90625,0.1875
1695303178797,0.047607422,-0.90216064,-0.32940674,0.65625,-2.546875,-0.109375
1695303178844,0.02758789,-0.91900635,-0.34161377,1.4375,-3.484375,0.71875
1695303178893,0.067871094,-0.9116821,-0.34991455,-0.234375,-1.765625,-0.421875
1695303178928,0.03930664,-0.89971924,-0.33868408,1.640625,-2.828125,-1.484375
1695303178948,0.061767578,-0.89434814,-0.33624268,-0.21875,-3.0625,-1.65625
1695303179008,0.036621094,-0.8838501,-0.3574829,0.546875,-1.765625,-1.046875
1695303179049,0.06640625,-0.9002075,-0.3640747,-1.015625,0.640625,0.765625
1695303179067,0.040771484,-0.895813,-0.34454346,0.703125,2.6875,-0.734375
1695303179113,0.037109375,-0.9065552,-0.37139893,-2.296875,6.734375,-0.859375
1695303179159,0.038085938,-0.9109497,-0.37921143,-2.484375,11.15625,0.328125
1695303179204,0.05810547,-0.8616333,-0.42340088,-5.78125,16.40625,-2.203125
1695303179248,0.03125,-0.91290283,-0.3423462,-13.328125,16.9375,-10.640625
1695303179270,-0.04321289,-0.9751587,-0.24737549,-10.375,7.09375,-4.828125
1695303179316,0.03515625,-0.8377075,-0.2962036,-4.984375,4.75,-7.578125
1695303179351,-0.15722656,-1.0354614,-0.25201416,-20.1875,0.703125,-5.0
1695303179383,0.07348633,-0.7373657,-0.2420044,-5.515625,-21.25,1.34375
1695303179436,-0.020751953,-0.94488525,-0.442688,-5.15625,-6.96875,-2.265625
1695303179477,-0.0793457,-1.0628052,-0.17193604,-3.546875,-9.03125,0.015625
1695303179503,-0.06982422,-0.96051025,-0.3081665,1.578125,-3.90625,1.421875
1695303179549,-0.008544922,-0.9209595,-0.39923096,-4.671875,4.859375,2.34375
1695303179579,0.0012207031,-0.8518677,-0.2341919,0.828125,-1.453125,3.6875
1695303179622,0.022949219,-0.9104614,-0.27545166,5.234375,-3.421875,3.171875
1695303179677,-0.016113281,-0.96173096,-0.20855713,8.234375,-6.8125,4.203125
1695303179698,0.04321289,-0.9595337,-0.34161377,3.78125,0.125,7.1875
1695303179745,0.06616211,-1.0374146,-0.49420166,-3.234375,14.796875,6.703125
1695303179792,0.05810547,-0.7571411,-0.12554932,0.515625,-14.625,-4.40625
1695303179833,-0.048828125,-0.9138794,-0.31671143,-1.078125,-4.921875,3.765625
1695303179863,0.13427734,-1.0606079,-0.32720947,-2.0,-6.265625,14.015625
1695303179908,-0.044189453,-0.98394775,-0.33551025,3.9375,-8.40625,1.3125
1695303179941,-0.036376953,-0.8152466,-0.425354,8.203125,14.421875,5.453125
1695303179983,0.15649414,-0.8442993,-0.17559814,5.828125,-8.828125,4.546875
1695303180027,0.09692383,-0.7962036,-0.42144775,12.640625,2.640625,6.09375
1695303180057,0.12915039,-1.048645,-0.2420044,-1.625,-16.078125,11.0625
1695303180105,-0.041748047,-1.0300903,-0.3953247,5.640625,-7.78125,0.875
1695303180154,0.10229492,-0.94732666,-0.31744385,3.78125,5.515625,12.984375
