timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id,ind
1695295692441,-0.7578125,-0.22949219,0.39648438,-38.4375,-15.875,-13.0,0.0,0.0,0.0,Thingy,Descending stairs,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Descending stairs_Normal_21-09-2023_12-29-09,16
1695295692481,-0.4345703,0.2548828,0.0087890625,21.28125,-57.21875,-8.59375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Descending stairs_Normal_21-09-2023_12-29-09,17
1695295692521,-0.77734375,0.0078125,0.10546875,-45.3125,-54.53125,-8.71875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Descending stairs_Normal_21-09-2023_12-29-09,18
1695295692561,-0.7578125,-0.024414062,-0.23730469,-24.15625,-38.78125,-1.875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Descending stairs_Normal_21-09-2023_12-29-09,19
1695295692601,-1.0712891,-0.39160156,0.1953125,-104.09375,-39.5625,-8.71875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Descending stairs_Normal_21-09-2023_12-29-09,20
1695295692641,-1.9794922,-0.32910156,0.7558594,-44.53125,-102.5625,-60.15625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Descending stairs_Normal_21-09-2023_12-29-09,21
1695295692681,-1.9794922,-0.0546875,0.31445312,16.25,-155.28125,-87.03125,-62.6875,-4.625,-21.1875,Thingy,Descending stairs,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Descending stairs_Normal_21-09-2023_12-29-09,22
1695295692721,-1.4423828,0.2861328,0.22363281,-36.34375,-122.75,-70.4375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Descending stairs_Normal_21-09-2023_12-29-09,23
1695295692761,-0.875,-0.10058594,0.11425781,-35.875,-40.0,-35.9375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Descending stairs_Normal_21-09-2023_12-29-09,24
1695295692801,-0.8232422,-0.21484375,0.083984375,-6.0625,-0.4375,-12.875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Thingy_s2047783_Descending stairs_Normal_21-09-2023_12-29-09,25
